Query=YER133W	 Hit=lcl|EGY13860	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.1:1785101:1787250:-1 gene:VDAG_00542 transcript:EGY13860 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Verticillium_dahliae"	 E_value=3e-93
			
Query=YER133W	 Hit=lcl|EGG06453	" Description=pep:novel supercontig:GCA_000204055.1:GL883108:1155252:1157502:-1 gene:MELLADRAFT_71938 transcript:EGG06453 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=3e-93
			
Query=YER133W	 Hit=lcl|MAPG_01073T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.1:3554604:3557768:1 gene:MAPG_01073 transcript:MAPG_01073T0 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Magnaporthe_poae"	 E_value=4e-93
			
Query=YER133W	 Hit=lcl|FGSG_09815P0	" Description=pep:known chromosome:ASM24013v2:4:7879408:7881636:-1 gene:FGSG_09815 transcript:FGSG_09815T0 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Gibberella_zeae"	 E_value=4e-93
			
Query=YER133W	 Hit=lcl|FVEG_06432T0	" Description=pep:known chromosome:ASM14955v1:2:1890905:1893073:-1 gene:FVEG_06432 transcript:FVEG_06432T0 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Gibberella_moniliformis"	 E_value=4e-93
			
Query=YER133W	 Hit=lcl|CBX93772	" Description=pep:novel supercontig:ASM23037v1:FP929116:872189:873447:1 gene:LEMA_P034460.1 transcript:CBX93772 description:""Serine/threonine-protein phosphatase ""-species:Leptosphaeria_maculans"	 E_value=6e-93
			
Query=YER133W	 Hit=lcl|EFNCRP00000006351	" Description=pep:known supercontig:ASM18292v1:7.28:410027:411909:-1 gene:EFNCRG00000006348 transcript:EFNCRT00000006359 description:""Serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Neurospora_crassa"	 E_value=7e-93
			
Query=YER133W	 Hit=lcl|GGTG_03764T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.2:3556178:3559255:-1 gene:GGTG_03764 transcript:GGTG_03764T0 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Gaeumannomyces_graminis"	 E_value=8e-93
			
Query=YER133W	 Hit=lcl|CBQ70727	" Description=pep:novel chromosome:GCA_000230245.1:2:1486528:1487445:1 gene:sr10452 transcript:CBQ70727 description:""probable serine/threonine protein phosphatase 4 catalytic subunit""-species:Sporisorium_reilianum"	 E_value=8e-93
			
Query=YER133W	 Hit=lcl|EDU42073	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.10:848892:850459:-1 gene:PTRG_09022 transcript:EDU42073 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Pyrenophora_triticirepentis"	 E_value=9e-93
			
Query=YER133W	 Hit=lcl|EFQ88161	" Description=pep:novel supercontig:GCA_000166005.1:GL536581:5279:6535:-1 gene:PTT_16076 transcript:EFQ88161 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=9e-93
			
Query=YER133W	 Hit=lcl|MVLG_05057T1	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.63:31300:34067:1 gene:MVLG_05057 transcript:MVLG_05057T1 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Microbotryum_violaceum"	 E_value=1e-92
			
Query=YER133W	 Hit=lcl|EFQ30745	" Description=pep:novel supercontig:GCA_000149035.1:GG697351:41581:42940:-1 gene:GLRG_05889 transcript:EFQ30745 description:""calcineurin-like phosphoesterase""-species:Glomerella_graminicola"	 E_value=1e-92
			
Query=YER133W	 Hit=lcl|MGG_06099T0	" Description=pep:known chromosome:MG8:3:2567987:2570566:1 gene:MGG_06099 transcript:MGG_06099T0 description:""Serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Magnaporthe_oryzae"	 E_value=1e-92
			
Query=YER133W	 Hit=lcl|CAZ85721	" Description=pep:novel supercontig:ASM15164v1:FN430356:209634:212209:1 gene:GSTUM_00010735001 transcript:CAZ85721 description:""""-species:Tuber_melanosporum"	 E_value=1e-92
			
Query=YER133W	 Hit=lcl|MVLG_05057T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.63:31777:33699:1 gene:MVLG_05057 transcript:MVLG_05057T0 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Microbotryum_violaceum"	 E_value=2e-92
			
Query=YER133W	 Hit=lcl|B0510_2838T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.6:157673:158998:1 gene:B0510_2838 transcript:B0510_2838T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=3e-92
			
Query=YER133W	 Hit=lcl|Mycgr3P101229	" Description=pep:known chromosome:MG2:9:1155252:1158032:1 gene:Mycgr3G101229 transcript:Mycgr3T101229 description:""MgPP2Ac, protein phosphatase 2A catalytic sub-unit""-species:Zymoseptoria_tritici"	 E_value=3e-92
			
Query=YER133W	 Hit=lcl|CADAFUBP00007491	" Description=pep:known scaffold:CADRE:DS499599:1360960:1362293:-1 gene:CADAFUBG00007627 transcript:CADAFUBT00007627 description:""Serine/threonine-protein phosphatase""-species:Aspergillus_fumigatus"	 E_value=8e-92
			
Query=YER133W	 Hit=lcl|CADANIAP00006588	" Description=pep:known chromosome:ASM1142v1:I:324377:326050:1 gene:CADANIAG00006588 transcript:CADANIAT00006588 description:""serine/threonine protein phosphatase PP2A catalytic subunit (Eurofung)""-species:Aspergillus_nidulans"	 E_value=1e-91
			
Query=YER133W	 Hit=lcl|CADAFLAP00003321	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963474:406170:407487:1 gene:CADAFLAG00003321 transcript:CADAFLAT00003321 description:""Serine/threonine-protein phosphatase ""-species:Aspergillus_flavus"	 E_value=1e-91
			
Query=YER133W	 Hit=lcl|CADATEAP00002476	" Description=pep:known supercontig:CADRE:1.17:322152:323453:1 gene:CADATEAG00002476 transcript:CADATEAT00002476 description:""Serine/threonine-protein phosphatase""-species:Aspergillus_terreus"	 E_value=2e-91
			
Query=YER133W	 Hit=lcl|EEB05582	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.1:3032336:3035197:-1 gene:SJAG_00600 transcript:EEB05582 description:""serine/threonine protein phosphatase Ppa2""-species:Schizosaccharomyces_japonicus"	 E_value=2e-91
			
Query=YER133W	 Hit=lcl|CADANGAP00008228	" Description=pep:known chromosome:CADRE:VII:3251424:3252805:-1 gene:CADANGAG00008375 transcript:CADANGAT00008375 description:""Serine/threonine-protein phosphatase""-species:Aspergillus_niger"	 E_value=2e-91
			
Query=YER133W	 Hit=lcl|CADANGAP00009558	" Description=pep:known chromosome:CADRE:III:1793340:1794601:1 gene:CADANGAG00009742 transcript:CADANGAT00009742 description:""Serine/threonine-protein phosphatase""-species:Aspergillus_niger"	 E_value=3e-91
			
Query=YER133W	 Hit=lcl|EHK22134	" Description=pep:novel supercontig:ASM17099v1:6:21223:22993:-1 gene:TRIVIDRAFT_84259 transcript:EHK22134 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=5e-91
			
Query=YER133W	 Hit=lcl|EGR51741	" Description=pep:novel supercontig:GCA_000167675.2:GL985057:1240025:1242053:1 gene:TRIREDRAFT_74884 transcript:EGR51741 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=8e-91
			
Query=YER133W	 Hit=lcl|EPX72992	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.2:2942499:2944712:-1 gene:SOCG_00750 transcript:EPX72992 description:""minor serine/threonine protein phosphatase Ppa1""-species:Schizosaccharomyces_octosporus"	 E_value=9e-91
			
Query=YER133W	 Hit=lcl|SPAC823.15.1:pep	" Description=pep:known chromosome:ASM294v2:I:2607670:2609360:1 gene:SPAC823.15 transcript:SPAC823.15.1 description:""minor serine/threonine protein phosphatase Ppa1""-species:Schizosaccharomyces_pombe"	 E_value=1e-90
			
Query=YER133W	 Hit=lcl|EPY52422	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.2:473398:475127:1 gene:SPOG_01747 transcript:EPY52422 description:""minor serine/threonine protein phosphatase Ppa1""-species:Schizosaccharomyces_cryophilus"	 E_value=2e-90
			
Query=YER133W	 Hit=lcl|MVLG_03805T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.38:142438:144345:-1 gene:MVLG_03805 transcript:MVLG_03805T0 description:""serine/threonine-protein phosphatase PP-X isozyme 1""-species:Microbotryum_violaceum"	 E_value=3e-90
			
Query=YER133W	 Hit=lcl|CCU74774	" Description=pep:novel supercontig:EF1:HF943549:3279212:3280988:1 gene:BGHDH14_bgh00307 transcript:CCU74774 description:""protein phosphatase type 2A""-species:Blumeria_graminis"	 E_value=3e-90
			
Query=YER133W	 Hit=lcl|CAG83553	" Description=pep:novel chromosome:GCA_000002525.1:A:112988:114379:-1 gene:YALI0_A00891g transcript:CAG83553 description:""YALI0A00891p""-species:Yarrowia_lipolytica"	 E_value=4e-90
			
Query=YER133W	 Hit=lcl|YDL134C	" Description=pep:known chromosome:SacCer_Apr2011:IV:219662:220771:-1 gene:YDL134C transcript:YDL134C description:""Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph22p\x3b methylated at C terminus\x3b forms alternate complexes with several regulatory subunits\x3b involved in signal transduction and regulation of mitosis""-species:Saccharomyces_cerevisiae"	 E_value=1e-89
			
Query=YER133W	 Hit=lcl|CAG78205	" Description=pep:novel chromosome:GCA_000002525.1:F:1898362:1899321:-1 gene:YALI0_F14069g transcript:CAG78205 description:""YALI0F14069p""-species:Yarrowia_lipolytica"	 E_value=1e-89
			
Query=YER133W	 Hit=lcl|AAS52019	" Description=pep:known chromosome:ASM9102v1:IV:886712:887800:-1 gene:AGOS_ADR099C transcript:AAS52019 description:""Serine/threonine-protein phosphatase""-species:Ashbya_gossypii"	 E_value=2e-89
			
Query=YER133W	 Hit=lcl|YDL188C	" Description=pep:known chromosome:SacCer_Apr2011:IV:123865:124998:-1 gene:YDL188C transcript:YDL188C description:""Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph21p\x3b methylated at C terminus\x3b forms alternate complexes with several regulatory subunits\x3b involved in signal transduction and regulation of mitosis""-species:Saccharomyces_cerevisiae"	 E_value=9e-89
			
Query=YER133W	 Hit=lcl|EPX74387	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:2319244:2321714:1 gene:SOCG_03596 transcript:EPX74387 description:""serine/threonine protein phosphatase Ppa2""-species:Schizosaccharomyces_octosporus"	 E_value=2e-88
			
Query=YER133W	 Hit=lcl|EPY54248	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.1:2691285:2693402:-1 gene:SPOG_04142 transcript:EPY54248 description:""serine/threonine protein phosphatase Ppa2""-species:Schizosaccharomyces_cryophilus"	 E_value=2e-88
			
Query=YER133W	 Hit=lcl|EGG01645	" Description=pep:novel supercontig:GCA_000204055.1:GL883136:156782:158502:1 gene:MELLADRAFT_91910 transcript:EGG01645 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=6e-88
			
Query=YER133W	 Hit=lcl|SPBC16H5.07c.1:pep	" Description=pep:known chromosome:ASM294v2:II:2286917:2290445:1 gene:SPBC16H5.07c transcript:SPBC16H5.07c.1 description:""serine/threonine protein phosphatase Ppa2""-species:Schizosaccharomyces_pombe"	 E_value=2e-87
			
Query=YER133W	 Hit=lcl|EGG09389	" Description=pep:novel supercontig:GCA_000204055.1:GL883097:540755:542266:1 gene:MELLADRAFT_34473 transcript:EGG09389 description:""protein phosphatase 4""-species:Melampsora_laricipopulina"	 E_value=3e-87
			
Query=YER133W	 Hit=lcl|EFP91300	" Description=pep:novel supercontig:ASM14992v1:supercont2.83:227590:229511:1 gene:PGTG_17157 transcript:EFP91300 description:""serine/threonine-protein phosphatase 4 catalytic subunit""-species:Puccinia_graminis"	 E_value=7e-87
			
Query=YER133W	 Hit=lcl|SPCC1739.12.1:pep	" Description=pep:known chromosome:ASM294v2:III:2053544:2057069:1 gene:SPCC1739.12 transcript:SPCC1739.12.1 description:""serine/threonine protein phosphatase Ppe1""-species:Schizosaccharomyces_pombe"	 E_value=2e-86
			
Query=YER133W	 Hit=lcl|EEB06148	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.3:1134940:1137117:1 gene:SJAG_01187 transcript:EEB06148 description:""serine/threonine protein phosphatase Ppe1""-species:Schizosaccharomyces_japonicus"	 E_value=3e-85
			
Query=YER133W	 Hit=lcl|EPX73549	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:323028:325765:-1 gene:SOCG_02771 transcript:EPX73549 description:""serine/threonine protein phosphatase Ppe1""-species:Schizosaccharomyces_octosporus"	 E_value=5e-85
			
Query=YER133W	 Hit=lcl|EGF98320	" Description=pep:novel supercontig:GCA_000204055.1:GL883179:67878:69484:-1 gene:MELLADRAFT_76102 transcript:EGF98320 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=7e-85
			
Query=YER133W	 Hit=lcl|SNOT_08511	" Description=pep:known supercontig:ASM14691v1:supercont1.13:94131:95642:-1 gene:SNOG_08511 transcript:SNOT_08511 description:""Serine/threonine-protein phosphatase""-species:Phaeosphaeria_nodorum"	 E_value=8e-85
			
Query=YER133W	 Hit=lcl|EPY51194	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.4:344968:348324:-1 gene:SPOG_02371 transcript:EPY51194 description:""serine/threonine protein phosphatase Ppe1""-species:Schizosaccharomyces_cryophilus"	 E_value=5e-84
			
Query=YER133W	 Hit=lcl|UM02445P0	" Description=pep:known supercontig:UM1:Cont_1.83:301788:302920:-1 gene:UM02445 transcript:UM02445T0 description:""Serine/threonine-protein phosphatase""-species:Ustilago_maydis"	 E_value=6e-84
			
Query=YER133W	 Hit=lcl|SPAC22H10.04.1:pep	" Description=pep:known chromosome:ASM294v2:I:2376661:2378678:1 gene:SPAC22H10.04 transcript:SPAC22H10.04.1 description:""protein phosphatase type 2A Ppa1""-species:Schizosaccharomyces_pombe"	 E_value=6e-84
			
Query=YER133W	 Hit=lcl|CBQ71190	" Description=pep:novel chromosome:GCA_000230245.1:20:941140:942283:-1 gene:sr10874 transcript:CBQ71190 description:""probable serine/threonine protein phosphatase ppe1""-species:Sporisorium_reilianum"	 E_value=7e-84
			
Query=YER133W	 Hit=lcl|EGR51340	" Description=pep:novel supercontig:GCA_000167675.2:GL985058:271622:272705:-1 gene:TRIREDRAFT_56872 transcript:EGR51340 description:""serine/threonine phosphatase""-species:Trichoderma_reesei"	 E_value=6e-83
			
Query=YER133W	 Hit=lcl|CADNFIAP00004838	" Description=pep:known contig:CADRE:9201:2790756:2791865:-1 gene:CADNFIAG00004966 transcript:CADNFIAT00004966 description:""Serine/threonine-protein phosphatase""-species:Neosartorya_fischeri"	 E_value=7e-83
			
Query=YER133W	 Hit=lcl|EHK17964	" Description=pep:novel supercontig:ASM17099v1:87:412782:414516:-1 gene:TRIVIDRAFT_76450 transcript:EHK17964 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=1e-82
			
Query=YER133W	 Hit=lcl|CADNFIAP00008128	" Description=pep:known contig:CADRE:9292:1002832:1003914:-1 gene:CADNFIAG00008295 transcript:CADNFIAT00008295 description:""Serine/threonine-protein phosphatase""-species:Neosartorya_fischeri"	 E_value=3e-82
			
Query=YER133W	 Hit=lcl|EFNCRP00000006308	" Description=pep:known supercontig:ASM18292v1:7.28:179679:180997:-1 gene:EFNCRG00000006305 transcript:EFNCRT00000006316 description:""Serine/threonine protein phosphatase""-species:Neurospora_crassa"	 E_value=6e-82
			
Query=YER133W	 Hit=lcl|CADANGAP00013836	" Description=pep:known chromosome:CADRE:VIII:1081015:1082202:-1 gene:CADANGAG00014099 transcript:CADANGAT00014099 description:""Serine/threonine-protein phosphatase""-species:Aspergillus_niger"	 E_value=1e-81
			
Query=YER133W	 Hit=lcl|CADAFUBP00005767	" Description=pep:known scaffold:CADRE:DS499597:2826032:2827115:1 gene:CADAFUBG00005874 transcript:CADAFUBT00005874 description:""Serine/threonine-protein phosphatase""-species:Aspergillus_fumigatus"	 E_value=1e-81
			
Query=YER133W	 Hit=lcl|CCU74725	" Description=pep:novel supercontig:EF1:HF943549:2730397:2731404:-1 gene:BGHDH14_bgh00018 transcript:CCU74725 description:""protein phosphatase 2A""-species:Blumeria_graminis"	 E_value=1e-81
			
Query=YER133W	 Hit=lcl|Mycgr3P101169	" Description=pep:known chromosome:MG2:9:661333:662417:-1 gene:Mycgr3G101169 transcript:Mycgr3T101169 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=2e-81
			
Query=YER133W	 Hit=lcl|YDR075W	" Description=pep:known chromosome:SacCer_Apr2011:IV:597156:598082:1 gene:YDR075W transcript:YDR075W description:""Catalytic subunit of protein phosphatase PP4 complex\x3b active complex is composed of Pph3p and Psy2p, with Psy4p apparently providing additional substrate specificity in some cases\x3b regulates recovery from the DNA damage checkpoint and also the gene /.../sion- and single-strand annealing-mediated pathways of meiotic double-strand break repair\x3b involved in activation of Gln3p to alleviate nitrogen catabolite repression\x3b Pph3p and Psy2p localize to foci on meiotic chromosomes""-species:Saccharomyces_cerevisiae"	 E_value=4e-81
			
Query=YER133W	 Hit=lcl|B0510_2815T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.6:90525:91686:1 gene:B0510_2815 transcript:B0510_2815T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=4e-81
			
Query=YER133W	 Hit=lcl|MAPG_00468T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.1:1469564:1471551:1 gene:MAPG_00468 transcript:MAPG_00468T0 description:""serine/threonine-protein phosphatase""-species:Magnaporthe_poae"	 E_value=9e-81
			
Query=YER133W	 Hit=lcl|GGTG_04049T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.2:4475812:4478036:1 gene:GGTG_04049 transcript:GGTG_04049T0 description:""serine/threonine-protein phosphatase""-species:Gaeumannomyces_graminis"	 E_value=1e-80
			
Query=YER133W	 Hit=lcl|MGG_01690T0	" Description=pep:known chromosome:MG8:2:4469092:4470400:-1 gene:MGG_01690 transcript:MGG_01690T0 description:""Serine/threonine-protein phosphatase""-species:Magnaporthe_oryzae"	 E_value=1e-80
			
Query=YER133W	 Hit=lcl|EFQ36205	" Description=pep:novel supercontig:GCA_000149035.1:GG697414:63346:64501:-1 gene:GLRG_11350 transcript:EFQ36205 description:""calcineurin-like phosphoesterase""-species:Glomerella_graminicola"	 E_value=1e-80
			
Query=YER133W	 Hit=lcl|YDL047W	" Description=pep:known chromosome:SacCer_Apr2011:IV:369771:370706:1 gene:YDL047W transcript:YDL047W description:""Type 2A-related serine-threonine phosphatase that functions in the G1/S transition of the mitotic cycle\x3b cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization""-species:Saccharomyces_cerevisiae"	 E_value=2e-80
			
Query=YER133W	 Hit=lcl|EPY51855	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.3:608824:610395:1 gene:SPOG_00277 transcript:EPY51855 description:""protein phosphatase type 2A""-species:Schizosaccharomyces_cryophilus"	 E_value=2e-80
			
Query=YER133W	 Hit=lcl|CAG83708	" Description=pep:novel chromosome:GCA_000002525.1:A:553814:554782:1 gene:YALI0_A05357g transcript:CAG83708 description:""YALI0A05357p""-species:Yarrowia_lipolytica"	 E_value=2e-80
			
Query=YER133W	 Hit=lcl|EDU42001	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.10:662527:663617:-1 gene:PTRG_08950 transcript:EDU42001 description:""serine/threonine-protein phosphatase 4 catalytic subunit""-species:Pyrenophora_triticirepentis"	 E_value=3e-80
			
Query=YER133W	 Hit=lcl|EFQ86951	" Description=pep:novel supercontig:GCA_000166005.1:GL537212:226747:227821:-1 gene:PTT_17748 transcript:EFQ86951 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=3e-80
			
Query=YER133W	 Hit=lcl|MVLG_05656T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.80:75310:77270:-1 gene:MVLG_05656 transcript:MVLG_05656T0 description:""serine/threonine-protein phosphatase""-species:Microbotryum_violaceum"	 E_value=4e-80
			
Query=YER133W	 Hit=lcl|SNOT_08678	" Description=pep:known supercontig:ASM14691v1:supercont1.13:431743:432809:-1 gene:SNOG_08678 transcript:SNOT_08678 description:""Serine/threonine-protein phosphatase""-species:Phaeosphaeria_nodorum"	 E_value=5e-80
			
Query=YER133W	 Hit=lcl|FGSG_05281P0	" Description=pep:known chromosome:ASM24013v2:3:1735906:1737037:1 gene:FGSG_05281 transcript:FGSG_05281T0 description:""serine/threonine-protein phosphatase PP2A catalytic subunit""-species:Gibberella_zeae"	 E_value=5e-80
			
Query=YER133W	 Hit=lcl|EPX70694	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.3:651307:652861:1 gene:SOCG_04262 transcript:EPX70694 description:""protein phosphatase type 2A""-species:Schizosaccharomyces_octosporus"	 E_value=1e-79
			
Query=YER133W	 Hit=lcl|CBX93843	" Description=pep:novel supercontig:ASM23037v1:FP929116:1146739:1147809:-1 gene:LEMA_P035170.1 transcript:CBX93843 description:""Serine/threonine-protein phosphatase ""-species:Leptosphaeria_maculans"	 E_value=2e-79
			
Query=YER133W	 Hit=lcl|PTTG_02353P0	" Description=pep:novel supercontig:ASM15152v1:GG705418:110081:111630:1 gene:PTTG_02353 transcript:PTTG_02353T0 description:""Serine/threonine-protein phosphatase""-species:Puccinia_triticina"	 E_value=5e-79
			
Query=YER133W	 Hit=lcl|AAS52883	" Description=pep:known chromosome:ASM9102v1:V:1013287:1014216:-1 gene:AGOS_AER202C transcript:AAS52883 description:""Serine/threonine-protein phosphatase""-species:Ashbya_gossypii"	 E_value=8e-79
			
Query=YER133W	 Hit=lcl|AAS54626	" Description=pep:known chromosome:ASM9102v1:VII:1322467:1323399:1 gene:AGOS_AGR136W transcript:AAS54626 description:""Serine/threonine-protein phosphatase 4 catalytic subunit""-species:Ashbya_gossypii"	 E_value=3e-78
			
Query=YER133W	 Hit=lcl|CBQ72281	" Description=pep:novel supercontig:GCA_000230245.1:FQ311459:276:1232:-1 gene:sr13100 transcript:CBQ72281 description:""probable PPG1-phosphoprotein phosphatase PPG catalytic chain""-species:Sporisorium_reilianum"	 E_value=4e-78
			
Query=YER133W	 Hit=lcl|EFNCRP00000008403	" Description=pep:known supercontig:ASM18292v1:7.53:112719:114132:1 gene:EFNCRG00000008403 transcript:EFNCRT00000008417 description:""Serine/threonine protein phosphatase""-species:Neurospora_crassa"	 E_value=8e-78
			
Query=YER133W	 Hit=lcl|UM05193P0	" Description=pep:known supercontig:UM1:Cont_1.188:331911:332810:-1 gene:UM05193 transcript:UM05193T0 description:""Serine/threonine-protein phosphatase""-species:Ustilago_maydis"	 E_value=9e-78
			
